2021

1424.375, 0, 0
157.25, 0, 14
119, 0, 16
68, 0, 244
48, 0, 246
14, 0, 1110
263.375, 1, 0
714.875, 1, 2
7, 1, 186
6.75, 1, 188
122.5, 1, 626
120.75, 1, 878
33.25, 1, 936
3.5, 1, 938
372.625, 2, 2
198, 2, 96
16.5, 2, 808
137.5, 2, 810
861, 3, 2
369, 3, 4
156.75, 3, 1246
123.5, 3, 1248
2, 3, 1322
27.5, 3, 1736
8.125, 3, 1738
827.75, 4, 4
24.5, 4, 1206
7.125, 4, 1232
17.625, 4, 1234
60, 4, 1682
42, 4, 1684
1887, 5, 4
1702, 5, 6
247.5, 5, 84
230.625, 5, 86
66, 5, 1238
112, 5, 1888
42, 5, 1890
602.25, 6, 6
96.75, 6, 804
119.25, 6, 806
655, 7, 6
163.75, 7, 8
34.5, 7, 1002
71.25, 7, 1426
14.375, 7, 1622
16.875, 7, 1624
70, 7, 1904
12.25, 7, 1906
988, 8, 8
93.5, 8, 252
237.5, 8, 470
190, 8, 472
2, 8, 1388
8.5, 8, 1390
198, 8, 1760
1469, 9, 8
452, 9, 10
30.625, 9, 276
85.5, 9, 412
74.25, 9, 414
156.875, 10, 10
181.25, 10, 1788
1109.5, 11, 10
634, 11, 12
116, 11, 80
220, 11, 862
161.25, 11, 1554
279.5, 11, 1556
1172.5, 12, 12
143, 12, 576
73.125, 12, 756
50.625, 12, 758
1668, 13, 12
660.25, 13, 14
30.625, 13, 220
74.375, 13, 222
48, 13, 738
51, 13, 1158
110.5, 13, 1160
1187.875, 14, 14
55, 14, 1734
1091.5, 15, 14
826, 15, 16
42.75, 15, 134
89.25, 15, 582
59.5, 15, 584
15, 15, 1174
1781, 16, 16
12, 16, 262
205.625, 16, 814
117.5, 16, 816
10.75, 16, 1814
3.75, 16, 1816
1363, 17, 16
870, 17, 18
96.25, 17, 198
4.5, 17, 934
1066.75, 18, 18
325, 18, 230
31.25, 18, 232
489.25, 19, 18
334.75, 19, 20
13.75, 19, 872
183.75, 20, 20
55, 20, 204
37.5, 20, 206
76.125, 20, 448
89.25, 20, 450
102, 20, 754
108, 20, 756
21, 20, 1338
666.75, 21, 20
412.75, 21, 22
36.75, 21, 1010
36, 21, 1742
208.75, 22, 22
59.5, 22, 772
93.5, 22, 774
141, 22, 956
287.875, 22, 958
88, 22, 1156
152.75, 22, 1546
299.625, 22, 1548
588.625, 23, 22
1696.625, 23, 24
55, 23, 286
17.5, 23, 288
23, 23, 1232
45, 23, 1464
107.25, 23, 1620
140.25, 23, 1622
1708.5, 24, 24
214.5, 24, 428
87.75, 24, 430
175, 24, 1896
108.5, 24, 1898
706.125, 25, 24
1176.875, 25, 26
60, 25, 1490
15, 25, 1492
44, 25, 1658
394.5, 26, 26
172.5, 26, 636
195.5, 26, 638
68, 26, 664
605.25, 27, 26
302.625, 27, 28
146.875, 27, 602
